country,year,iso_code,population,gdp,biofuel_cons_change_pct,biofuel_cons_change_twh,biofuel_cons_per_capita,biofuel_consumption,biofuel_elec_per_capita,biofuel_electricity,biofuel_share_elec,biofuel_share_energy,carbon_intensity_elec,coal_cons_change_pct,coal_cons_change_twh,coal_cons_per_capita,coal_consumption,coal_elec_per_capita,coal_electricity,coal_prod_change_pct,coal_prod_change_twh,coal_prod_per_capita,coal_production,coal_share_elec,coal_share_energy,electricity_demand,electricity_generation,electricity_share_energy,energy_cons_change_pct,energy_cons_change_twh,energy_per_capita,energy_per_gdp,fossil_cons_change_pct,fossil_cons_change_twh,fossil_elec_per_capita,fossil_electricity,fossil_energy_per_capita,fossil_fuel_consumption,fossil_share_elec,fossil_share_energy,gas_cons_change_pct,gas_cons_change_twh,gas_consumption,gas_elec_per_capita,gas_electricity,gas_energy_per_capita,gas_prod_change_pct,gas_prod_change_twh,gas_prod_per_capita,gas_production,gas_share_elec,gas_share_energy,greenhouse_gas_emissions,hydro_cons_change_pct,hydro_cons_change_twh,hydro_consumption,hydro_elec_per_capita,hydro_electricity,hydro_energy_per_capita,hydro_share_elec,hydro_share_energy,low_carbon_cons_change_pct,low_carbon_cons_change_twh,low_carbon_consumption,low_carbon_elec_per_capita,low_carbon_electricity,low_carbon_energy_per_capita,low_carbon_share_elec,low_carbon_share_energy,net_elec_imports,net_elec_imports_share_demand,nuclear_cons_change_pct,nuclear_cons_change_twh,nuclear_consumption,nuclear_elec_per_capita,nuclear_electricity,nuclear_energy_per_capita,nuclear_share_elec,nuclear_share_energy,oil_cons_change_pct,oil_cons_change_twh,oil_consumption,oil_elec_per_capita,oil_electricity,oil_energy_per_capita,oil_prod_change_pct,oil_prod_change_twh,oil_prod_per_capita,oil_production,oil_share_elec,oil_share_energy,other_renewable_consumption,other_renewable_electricity,other_renewable_exc_biofuel_electricity,other_renewables_cons_change_pct,other_renewables_cons_change_twh,other_renewables_elec_per_capita,other_renewables_elec_per_capita_exc_biofuel,other_renewables_energy_per_capita,other_renewables_share_elec,other_renewables_share_elec_exc_biofuel,other_renewables_share_energy,per_capita_electricity,primary_energy_consumption,renewables_cons_change_pct,renewables_cons_change_twh,renewables_consumption,renewables_elec_per_capita,renewables_electricity,renewables_energy_per_capita,renewables_share_elec,renewables_share_energy,solar_cons_change_pct,solar_cons_change_twh,solar_consumption,solar_elec_per_capita,solar_electricity,solar_energy_per_capita,solar_share_elec,solar_share_energy,wind_cons_change_pct,wind_cons_change_twh,wind_consumption,wind_elec_per_capita,wind_electricity,wind_energy_per_capita,wind_share_elec,wind_share_energy
Japan,2006,JPN,127902168.0,4514225061888.0,,0.043,0.337,0.043,168.332,21.53,1.849,0.001,447.245,-1.699,-22.672,10258.948,1312.142,2434.204,311.34,22.118,1.486,64.126,8.202,26.739,20.71,1164.35,1164.35,20.822,-0.261,-16.597,49536.465,1.404,-1.411,-74.024,5829.377,745.59,40446.441,5173.188,64.035,81.65,7.038,58.224,885.503,2189.486,280.04,6923.287,10.242,4.045,340.371,43.534,24.051,13.976,520.75,14.499,30.601,252.692,694.359,88.81,1975.665,7.627,3.988,5.804,57.428,1162.634,3274.065,418.76,9090.028,35.965,18.35,0.0,0.0,3.84,25.66,830.847,2379.084,304.29,6495.956,26.134,13.113,-3.552,-109.575,2975.542,1205.687,154.21,23264.205,0.993,0.096,76.715,9.812,13.244,46.964,67.299,21.528,,-0.729,-0.493,168.316,,526.176,1.849,,1.062,9103.441,6335.821,11.403,31.768,331.787,894.981,114.47,2594.072,9.831,5.237,22.425,1.011,5.678,15.637,2.0,44.396,0.172,0.09,11.78,0.606,6.075,16.653,2.13,47.497,0.183,0.096
Japan,2007,JPN,128006424.0,4590814101504.0,80.527,0.035,0.609,0.078,173.429,22.2,1.881,0.001,470.193,4.974,65.262,10760.426,1377.404,2478.86,317.31,4.667,0.383,67.063,8.585,26.888,21.952,1180.11,1180.11,21.059,-0.968,-61.33,49017.004,1.367,0.963,49.796,6244.531,799.34,40802.512,5222.983,67.734,83.242,7.724,68.397,953.901,2319.024,296.85,7451.974,6.247,2.72,361.34,46.254,25.154,15.203,554.88,-16.099,-42.007,210.685,582.08,74.51,1645.896,6.314,3.358,-9.062,-111.127,1051.507,2974.616,380.77,8214.488,32.266,16.758,0.0,0.0,-8.308,-73.792,757.055,2179.656,279.01,5914.193,23.643,12.066,-2.818,-83.863,2891.68,1446.646,185.18,22590.113,3.708,0.364,79.495,10.176,15.692,46.086,69.403,22.198,,3.112,2.104,173.413,,542.184,1.881,,1.106,9219.146,6274.491,-11.065,-37.335,294.453,794.96,101.76,2300.296,8.623,4.693,15.877,0.86,6.539,18.046,2.31,51.082,0.196,0.104,28.337,1.673,7.748,21.405,2.74,60.526,0.232,0.123
Japan,2008,JPN,128077632.0,4542408163328.0,5.517,0.004,0.642,0.082,166.227,21.29,1.799,0.001,485.224,2.714,37.377,11046.276,1414.781,2605.451,333.7,-13.741,-1.18,57.816,7.405,28.191,22.973,1183.7,1183.7,21.366,-1.848,-115.959,48084.367,1.356,-0.704,-36.756,6480.288,829.98,40492.84,5186.227,70.117,84.212,3.889,37.094,990.995,2536.196,324.83,7737.455,-0.46,-0.213,359.476,46.041,27.442,16.091,574.36,0.879,0.531,211.216,586.832,75.16,1649.127,6.35,3.43,-7.096,-79.202,972.305,2761.762,353.72,7591.529,29.883,15.788,0.0,0.0,-9.772,-78.221,678.833,1965.527,251.74,5300.17,21.267,11.023,-3.847,-111.229,2780.451,1338.641,171.45,21709.105,3.86,0.393,82.518,10.569,14.484,45.148,66.608,21.293,,-4.077,-2.795,166.251,,520.063,1.799,,1.082,9242.051,6158.532,0.236,-0.981,293.472,796.236,101.98,2291.358,8.615,4.765,12.173,0.75,7.289,20.222,2.59,56.912,0.219,0.118,7.482,0.528,8.276,22.955,2.94,64.614,0.248,0.134
Japan,2009,JPN,128117040.0,4298103324672.0,612.66,0.504,4.572,0.586,158.683,20.33,1.825,0.01,460.207,-16.104,-227.833,9264.556,1186.947,2435.897,312.08,4.31,0.319,60.29,7.724,28.014,21.113,1114.02,1114.02,22.372,-8.712,-536.541,43881.684,1.308,-11.166,-579.117,5792.282,742.09,35960.164,4607.11,66.614,81.948,-6.682,-66.215,924.78,2534.557,324.72,7218.245,-3.704,-1.706,346.053,44.335,29.148,16.449,512.68,-6.251,-14.424,196.792,550.044,70.47,1536.032,6.326,3.5,5.279,42.576,1014.881,2903.049,371.93,7921.517,33.386,18.052,0.0,0.0,9.099,57.196,736.029,2143.743,274.65,5744.975,24.654,13.092,-10.253,-285.069,2495.382,821.827,105.29,19477.363,-7.604,-0.804,76.22,9.765,9.451,44.386,63.398,20.326,,-4.543,-3.211,158.65,,494.843,1.825,,1.128,8695.33,5621.991,-4.142,-14.62,278.852,759.306,97.28,2176.542,8.732,4.96,17.407,1.216,8.505,23.806,3.05,66.386,0.274,0.151,16.377,1.296,9.571,26.772,3.43,74.709,0.308,0.17
Japan,2010,JPN,128105432.0,4480295763968.0,282.328,1.654,17.483,2.24,170.407,21.83,1.888,0.037,446.663,13.968,165.787,10559.54,1352.734,2473.354,316.85,-28.396,-2.193,43.174,5.531,27.408,22.607,1156.04,1156.04,21.895,6.436,361.808,46709.957,1.336,5.642,259.943,5818.957,745.44,37992.559,4867.053,64.482,81.337,8.065,74.587,999.367,2545.481,326.09,7801.13,-7.89,-3.498,318.778,40.837,28.208,16.701,516.36,25.596,48.854,245.646,690.837,88.5,1917.532,7.655,4.105,10.827,101.865,1116.746,3205.173,410.6,8717.399,35.518,18.663,0.0,0.0,6.446,42.639,778.668,2282.183,292.36,6078.336,25.29,13.013,0.784,19.569,2514.951,800.122,102.5,19631.887,-4.551,-0.444,72.757,9.321,8.866,42.029,68.246,21.827,,7.386,4.848,170.384,,532.73,1.888,,1.141,9024.13,5983.799,23.123,59.226,338.078,922.99,118.24,2639.064,10.228,5.65,30.729,2.545,11.051,31.068,3.98,86.262,0.344,0.185,14.543,1.325,10.896,30.678,3.93,85.056,0.34,0.182
Japan,2011,JPN,128007256.0,4468738359296.0,-2.64,-0.059,17.035,2.181,164.913,21.11,1.912,0.038,505.343,-5.181,-70.085,10020.133,1282.65,2226.983,285.07,38.659,2.138,59.91,7.669,25.817,22.625,1104.2,1104.2,21.261,-5.257,-314.591,44288.176,1.269,0.984,47.871,6466.586,827.77,38395.664,4914.924,74.966,86.695,12.096,120.885,1120.252,2967.253,379.83,8751.477,-0.109,-0.045,318.674,40.793,34.399,19.76,558.0,-6.797,-18.094,227.552,644.417,82.49,1777.653,7.471,4.014,-32.515,-362.462,754.284,2159.487,276.43,5892.509,25.034,13.305,0.0,0.0,-44.271,-347.368,431.3,1272.818,162.93,3369.341,14.755,7.608,-0.116,-2.93,2512.022,1272.35,162.87,19624.057,-4.062,-0.379,69.856,8.942,14.75,44.31,65.945,21.105,,-3.307,-2.3,164.875,,515.167,1.911,,1.163,8626.073,5669.208,-3.989,-15.095,322.984,886.668,113.5,2523.168,10.279,5.697,36.615,3.954,15.005,42.498,5.44,117.218,0.493,0.265,13.585,1.405,12.301,34.842,4.46,96.096,0.404,0.217
Japan,2012,JPN,127853688.0,4530172329984.0,-0.839,-0.018,16.912,2.162,173.088,22.13,1.999,0.039,594.527,5.578,71.549,10591.787,1354.199,2614.708,334.3,3.896,0.299,62.319,7.968,30.202,24.114,1106.88,1106.88,20.558,-0.941,-53.324,43924.301,1.24,6.872,337.73,7645.927,977.56,41083.32,5252.654,88.317,93.532,9.989,111.898,1232.151,3406.159,435.49,9637.193,-4.651,-1.897,304.216,38.895,39.344,21.94,658.07,-6.53,-16.149,211.403,603.033,77.1,1653.478,6.966,3.764,-52.805,-391.054,363.23,1011.469,129.32,2840.983,11.683,6.468,0.0,0.0,-88.957,-383.962,47.338,140.708,17.99,370.252,1.625,0.843,6.142,154.282,2666.304,1625.061,207.77,20854.336,-3.594,-0.321,67.426,8.621,18.771,47.478,69.151,22.13,,4.856,3.206,173.088,,540.861,1.999,,1.231,8657.396,5615.884,-1.884,-7.092,315.892,870.761,111.33,2470.731,10.058,5.625,35.534,5.209,20.213,57.644,7.37,158.097,0.666,0.36,6.019,0.661,12.962,36.995,4.73,101.384,0.427,0.231
Japan,2013,JPN,127678920.0,4621006798848.0,18.604,0.402,20.086,2.565,181.549,23.18,2.131,0.046,595.904,4.079,55.239,11038.925,1409.438,2839.545,362.55,2.39,0.19,63.896,8.158,33.33,25.279,1087.76,1087.76,20.39,-0.717,-40.267,43669.051,1.207,-1.06,-55.681,7460.981,952.61,40703.449,5196.973,87.575,93.209,0.261,3.218,1235.369,3317.54,423.58,9675.589,-8.665,-3.37,278.236,35.525,38.941,22.157,648.2,2.894,4.808,216.212,621.324,79.33,1693.401,7.293,3.878,4.742,15.414,378.645,1058.515,135.15,2965.599,12.425,6.791,0.0,0.0,-18.834,-9.147,38.191,114.349,14.6,299.117,1.342,0.685,-4.281,-114.138,2552.166,1303.896,166.48,19988.936,-1.327,-0.114,66.622,8.506,15.305,45.774,72.506,23.177,,4.73,3.355,181.523,,567.874,2.131,,1.3,8519.496,5575.617,8.479,24.562,340.454,944.165,120.55,2666.482,11.082,6.106,75.108,14.969,35.182,101.113,12.91,275.549,1.187,0.631,8.583,1.028,13.99,40.179,5.13,109.572,0.472,0.251
Japan,2014,JPN,127476728.0,4634693337088.0,21.485,0.551,24.44,3.116,185.367,23.63,2.224,0.057,591.529,-1.682,-23.703,10870.498,1385.735,2789.529,355.6,8.631,0.704,69.521,8.862,33.461,25.514,1062.72,1062.72,20.467,-2.59,-144.4,42605.559,1.172,-2.723,-141.514,7286.193,928.82,39657.898,5055.459,87.4,93.081,0.984,12.152,1247.521,3536.959,450.88,9786.267,-6.669,-2.369,260.091,33.156,42.427,22.969,628.63,2.996,5.145,221.357,640.98,81.71,1736.447,7.689,4.076,-0.511,-2.886,375.759,1050.388,133.9,2947.664,12.6,6.918,0.0,0.0,-100.0,-38.191,0.0,0.0,0.0,0.0,0.0,0.0,-5.092,-129.964,2422.202,959.705,122.34,19001.133,-4.816,-0.41,63.515,8.097,11.512,44.598,73.909,23.628,,1.946,1.403,185.349,,579.783,2.223,,1.361,8336.58,5431.217,11.29,35.305,375.759,1050.388,133.9,2947.664,12.6,6.918,82.42,28.612,63.794,184.74,23.55,500.439,2.216,1.175,-2.322,-0.407,13.583,39.301,5.01,106.555,0.471,0.25
Japan,2015,JPN,127250936.0,4707025158144.0,21.066,0.656,29.641,3.772,223.888,28.49,2.766,0.07,578.049,0.884,12.245,10986.017,1397.981,2747.642,349.64,-10.455,-0.927,62.363,7.936,33.942,26.063,1030.12,1030.12,20.264,-1.239,-67.287,42152.383,1.14,-2.658,-134.358,6849.302,871.58,38672.41,4921.101,84.61,91.744,-4.837,-60.345,1187.176,3280.919,417.5,9329.412,-1.118,-0.371,257.639,32.785,40.529,22.133,595.46,4.965,9.607,230.963,674.023,85.77,1815.021,8.326,4.306,18.462,67.071,442.829,1245.885,158.54,3479.97,15.39,8.256,0.0,0.0,,11.692,11.692,35.52,4.52,91.88,0.439,0.218,-3.561,-86.259,2335.943,820.741,104.44,18356.982,-3.933,-0.318,61.125,7.778,10.139,43.549,89.322,28.485,,20.558,15.413,223.85,,701.937,2.765,,1.665,8095.186,5363.93,15.16,55.379,431.138,1210.364,154.02,3388.09,14.952,8.038,46.679,29.221,93.016,271.432,34.54,730.963,3.353,1.734,4.165,0.482,14.065,41.021,5.22,110.529,0.507,0.262
Japan,2016,JPN,126993856.0,4742508969984.0,22.316,0.842,36.329,4.614,186.387,23.67,2.287,0.087,569.655,-0.186,-2.595,10987.819,1395.385,2718.557,345.24,14.486,1.15,71.542,9.085,33.353,26.35,1035.1,1035.1,20.691,-1.274,-68.325,41699.695,1.117,-1.881,-92.551,6816.472,865.65,38021.918,4828.55,83.63,91.18,-1.938,-23.002,1164.174,3321.735,421.84,9167.171,3.007,0.986,265.922,33.77,40.754,21.984,589.65,-7.391,-18.337,212.626,625.463,79.43,1674.302,7.674,4.015,7.237,24.226,467.055,1334.317,169.45,3677.777,16.37,8.82,0.0,0.0,290.733,33.722,45.414,139.219,17.68,357.604,1.708,0.858,-2.866,-66.953,2268.99,776.179,98.57,17866.928,-20.318,-1.58,48.804,6.198,9.523,42.847,74.12,23.671,,-16.901,-15.202,186.394,,583.65,2.287,,1.4,8150.788,5295.605,-0.893,-9.496,421.642,1195.097,151.77,3320.173,14.662,7.962,25.436,22.969,115.985,341.198,43.33,913.308,4.186,2.19,2.259,0.233,14.297,42.049,5.34,112.584,0.516,0.27
Japan,2017,JPN,126662464.0,4821960097792.0,3.42,0.158,37.67,4.771,216.244,27.39,2.628,0.089,553.754,1.475,20.578,11179.029,1415.963,2707.037,342.88,3.588,0.326,74.302,9.411,32.904,26.443,1042.07,1042.07,20.715,1.116,59.072,42275.172,1.11,0.029,1.404,6681.143,846.25,38132.48,4829.954,81.209,90.201,0.489,5.69,1169.865,3386.323,428.92,9236.082,,,,,41.16,21.848,577.05,-0.23,-1.736,210.89,625.994,79.29,1664.974,7.609,3.938,13.272,57.668,524.723,1545.999,195.82,4142.688,18.791,9.799,0.0,0.0,64.458,28.833,74.247,229.508,29.07,586.177,2.79,1.387,-1.096,-24.864,2244.126,587.783,74.45,17717.371,,,,,7.144,41.91,74.44,23.805,,0.566,0.32,187.939,,587.701,2.284,,1.39,8227.141,5354.677,7.485,28.835,450.476,1316.491,166.75,3556.511,16.002,8.413,24.732,27.834,143.818,428.225,54.24,1135.446,5.205,2.686,16.492,2.26,16.557,46.028,5.83,130.72,0.559,0.309
Japan,2018,JPN,126255872.0,4852985364480.0,7.653,0.365,40.683,5.137,238.642,30.13,2.861,0.097,535.996,-2.074,-29.366,10982.438,1386.597,2733.576,345.13,-28.65,-2.696,53.185,6.715,32.77,26.081,1053.18,1053.18,21.3,-0.712,-38.121,42109.379,1.096,-2.474,-119.477,6528.647,824.28,37308.977,4710.478,78.266,88.6,-1.093,-12.783,1157.082,3369.111,425.37,9164.576,,,,,40.389,21.764,564.5,2.213,3.407,214.297,642.426,81.11,1697.323,7.701,4.031,16.445,81.356,606.079,1812.985,228.9,4800.4,21.734,11.4,0.0,0.0,68.904,50.426,124.672,388.972,49.11,987.458,4.663,2.345,-3.446,-77.327,2166.799,425.96,53.78,17161.965,,,,,5.106,40.756,80.503,25.748,,8.162,6.064,203.932,,637.621,2.445,,1.514,8341.632,5316.556,7.371,30.93,481.406,1424.013,179.79,3812.942,17.071,9.055,13.289,18.159,161.977,491.938,62.11,1282.929,5.897,3.047,18.417,2.935,19.492,51.008,6.44,154.386,0.611,0.367
Japan,2019,JPN,125791680.0,4833468219392.0,-6.931,-0.356,38.003,4.781,255.661,32.16,3.135,0.092,523.982,-1.731,-24.004,10832.146,1362.594,2688.572,338.2,-27.131,-1.822,38.898,4.893,32.97,26.176,1025.78,1025.78,21.34,-2.088,-111.02,41382.203,1.077,-3.275,-154.257,6199.456,779.84,36220.367,4556.221,76.024,87.526,-6.555,-75.849,1081.233,3182.484,400.33,8595.424,,,,,39.027,20.771,537.49,-8.739,-19.448,194.849,585.412,73.64,1548.984,7.179,3.743,7.51,43.237,649.316,1955.137,245.94,5161.835,23.976,12.474,0.0,0.0,33.661,41.352,166.025,521.815,65.64,1319.837,6.399,3.189,-2.511,-54.405,2112.394,328.4,41.31,16792.799,,,,,4.027,40.58,86.268,27.597,,7.183,5.765,219.387,,685.802,2.69,,1.657,8154.594,5205.537,0.394,1.885,483.291,1433.322,180.3,3841.998,17.577,9.284,10.139,15.765,177.742,538.589,67.75,1412.985,6.605,3.414,1.191,0.159,19.652,53.66,6.75,156.223,0.658,0.378
Japan,2020,JPN,125244760.0,4626661244928.0,7.684,0.367,41.102,5.148,277.856,34.8,3.491,0.107,525.718,-6.74,-91.842,10146.147,1270.752,2641.068,330.78,1.802,0.088,39.772,4.981,33.179,26.335,996.96,996.96,22.49,-7.305,-380.288,38526.551,1.043,-8.048,-366.667,6058.457,758.79,33450.93,4189.554,76.11,86.826,-3.696,-39.958,1041.275,3133.864,392.5,8313.921,,,,,39.37,21.58,524.12,5.97,10.874,205.723,618.07,77.41,1642.567,7.765,4.263,-2.285,-13.621,635.695,1901.636,238.17,5075.623,23.89,13.174,0.0,0.0,-34.488,-57.658,108.366,343.328,43.0,865.237,4.313,2.246,-11.119,-234.868,1877.527,283.525,35.51,14990.86,,,,,3.562,38.91,94.994,30.373,,10.059,8.726,242.509,,758.466,3.047,,1.969,7960.094,4825.249,9.382,44.037,527.329,1558.309,195.17,4210.387,19.577,10.929,12.593,21.648,199.39,599.945,75.14,1592.002,7.537,4.132,12.743,2.423,22.074,62.438,7.82,176.25,0.784,0.457
Japan,2021,JPN,124612528.0,4725883797504.0,-2.865,-0.148,40.127,5.0,286.97,35.76,3.507,0.099,508.527,7.768,98.716,10989.806,1369.467,2717.223,338.6,-8.711,-0.434,36.492,4.547,33.206,27.186,1019.71,1019.71,22.176,4.398,212.233,40425.16,1.066,3.021,126.57,5958.47,742.5,34636.355,4316.124,72.815,85.68,-0.597,-6.214,1035.061,2935.178,365.76,8306.236,,,,,35.869,20.547,518.55,1.652,2.633,208.356,638.62,79.58,1672.032,7.804,4.136,13.759,85.662,721.357,2224.576,277.21,5788.802,27.185,14.32,0.0,0.0,42.38,45.361,153.727,491.283,61.22,1233.641,6.004,3.052,1.815,34.069,1911.596,306.069,38.14,15340.316,,,,,3.74,37.947,109.044,34.794,,14.556,14.05,279.218,,875.065,3.412,,2.165,8183.046,5037.481,7.549,40.301,567.63,1733.293,215.99,4555.162,21.182,11.268,10.881,20.886,220.276,741.498,92.4,1767.69,9.061,4.373,13.457,2.879,24.953,66.205,8.25,200.247,0.809,0.495
Japan,2022,JPN,123951696.0,4774494732288.0,0.828,0.041,40.675,5.042,334.646,41.48,4.013,0.101,512.805,-0.288,-3.943,11016.588,1365.525,2811.418,348.48,3.325,0.151,37.906,4.699,33.717,27.284,1033.55,1033.55,22.575,-0.647,-32.601,40377.672,1.048,-0.502,-21.653,6089.873,754.85,34646.324,4294.471,73.035,85.806,-3.173,-32.838,1002.223,2908.714,360.54,8085.595,,,,,34.884,20.025,530.01,-5.975,-13.164,195.192,604.106,74.88,1574.74,7.245,3.9,-1.589,-10.947,710.41,2248.457,278.7,5731.347,26.965,14.194,0.0,0.0,-15.433,-24.199,129.528,417.663,51.77,1044.99,5.009,2.588,0.791,15.127,1926.723,369.741,45.83,15544.143,,,,,4.434,38.497,118.667,37.83,,8.725,9.623,305.199,,957.365,3.66,,2.371,8338.329,5004.881,2.387,13.252,580.882,1830.794,226.93,4686.357,21.956,11.606,8.184,17.158,237.434,826.128,102.4,1915.535,9.908,4.744,-1.266,-0.406,24.547,65.913,8.17,198.041,0.79,0.49
Japan,2023,JPN,123294512.0,4774494732288.0,-1.407,-0.071,40.316,4.971,399.369,49.24,4.858,0.103,485.392,-7.72,-105.414,10220.329,1260.11,2655.593,327.42,-4.95,-0.233,36.222,4.466,32.306,26.066,1013.51,1013.51,23.262,-3.407,-170.507,39209.965,1.048,-6.09,-261.553,5633.26,694.55,32709.631,4032.918,68.529,83.422,-7.784,-78.015,924.208,2699.877,332.88,7495.937,,,,,32.844,19.117,491.95,-0.493,-1.668,193.524,598.486,73.79,1569.608,7.281,4.003,13.325,91.046,801.456,2586.976,318.96,6500.337,31.471,16.578,0.0,0.0,49.613,63.558,193.086,628.09,77.44,1566.059,7.641,3.994,-4.055,-78.123,1848.599,277.79,34.25,14993.363,,,,,3.379,38.239,131.918,42.045,,11.143,13.251,341.015,,1069.941,4.148,,2.729,8220.236,4834.374,4.716,27.487,608.369,1958.887,241.52,4934.278,23.83,12.584,6.504,14.523,251.957,886.982,109.36,2043.535,10.79,5.212,6.303,1.452,26.0,74.05,9.13,210.877,0.901,0.538
